,Unnamed: 0,id,trial_date,trial_hour,day_of_week,trial_country,subscription_date,sub_hour_start,sub_label,trial_dateTime,sub_dateTime,subLag,country_count,us,uk,can,aus,mon,tueSun,wedSat,thr,fri
32910,32910,51939133e4b04d532fc31f47,2013-05-15 00:00:00,9,Wednesday,France,,,0,2013-05-15 09:00:00,,,562,0,0,0,0,0,0,1,0,0
59618,59618,51a18a25e4b0941ebb86ddd7,2013-05-26 00:00:00,0,Sunday,Australia,,,0,2013-05-26 00:00:00,,,3414,0,0,0,1,0,1,0,0,0
47128,47128,519b7aaee4b09ffb7ee3465c,2013-05-21 00:00:00,9,Tuesday,United States,,,0,2013-05-21 09:00:00,,,45149,1,0,0,0,0,1,0,0,0
10642,10642,51870009e4b0a85f6b8dbfe8,2013-05-05 00:00:00,20,Sunday,United States,,,0,2013-05-05 20:00:00,,,45149,1,0,0,0,0,1,0,0,0
44132,44132,519a4d55e4b045d7cb59112c,2013-05-20 00:00:00,13,Monday,Canada,,,0,2013-05-20 13:00:00,,,4868,0,0,1,0,1,0,0,0,0
34217,34217,51940d66e4b0ed5331dcf080,2013-05-15 00:00:00,18,Wednesday,United States,,,0,2013-05-15 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
71053,71053,51a7907ce4b0f071f28e7595,2013-05-30 00:00:00,13,Thursday,United States,,,0,2013-05-30 13:00:00,,,45149,1,0,0,0,0,0,0,1,0
60260,60260,51a23789e4b018b736e1bb8f,2013-05-26 00:00:00,12,Sunday,Germany,,,0,2013-05-26 12:00:00,,,843,0,0,0,0,0,1,0,0,0
5941,5941,5183c983e4b0046126d1aa00,2013-05-03 00:00:00,10,Friday,United States,,,0,2013-05-03 10:00:00,,,45149,1,0,0,0,0,0,0,0,1
62300,62300,51a38d10e4b03e3c01246b77,2013-05-27 00:00:00,12,Monday,United States,,,0,2013-05-27 12:00:00,,,45149,1,0,0,0,1,0,0,0,0
41712,41712,5198de0fe4b0ef02d1bcd4f5,2013-05-19 00:00:00,10,Sunday,Ireland,,,0,2013-05-19 10:00:00,,,617,0,0,0,0,0,1,0,0,0
70141,70141,51a72576e4b0b9bb8be3d897,2013-05-30 00:00:00,6,Thursday,United States,,,0,2013-05-30 06:00:00,,,45149,1,0,0,0,0,0,0,1,0
3215,3215,51824bd4e4b04f94760d9a61,2013-05-02 00:00:00,7,Thursday,Russian Federation,,,0,2013-05-02 07:00:00,,,436,0,0,0,0,0,0,0,1,0
9625,9625,518672cbe4b0b930f1cdc013,2013-05-05 00:00:00,10,Sunday,United States,,,0,2013-05-05 10:00:00,,,45149,1,0,0,0,0,1,0,0,0
38800,38800,5196a24ee4b0ff7d94381332,2013-05-17 00:00:00,17,Friday,United States,,,0,2013-05-17 17:00:00,,,45149,1,0,0,0,0,0,0,0,1
19659,19659,518b99a1e4b09520fb850796,2013-05-09 00:00:00,8,Thursday,United Kingdom,,,0,2013-05-09 08:00:00,,,5408,0,1,0,0,0,0,0,1,0
42182,42182,51992372e4b027beff396755,2013-05-19 00:00:00,15,Sunday,United States,2013-05-19 00:00:00,15.0,1,2013-05-19 15:00:00,2013-05-19 15:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
2130,2130,5181a568e4b0a2424b51c9f2,2013-05-01 00:00:00,19,Wednesday,United States,,,0,2013-05-01 19:00:00,,,45149,1,0,0,0,0,0,1,0,0
16993,16993,518a4ca0e4b00d1f32f96f85,2013-05-08 00:00:00,9,Wednesday,United States,,,0,2013-05-08 09:00:00,,,45149,1,0,0,0,0,0,1,0,0
33487,33487,5193cd60e4b0af15cc414121,2013-05-15 00:00:00,14,Wednesday,Canada,,,0,2013-05-15 14:00:00,,,4868,0,0,1,0,0,0,1,0,0
56967,56967,519fb19fe4b0e155dad7b8d0,2013-05-24 00:00:00,14,Friday,United States,,,0,2013-05-24 14:00:00,,,45149,1,0,0,0,0,0,0,0,1
4302,4302,5182ca16e4b0999588563c2d,2013-05-02 00:00:00,16,Thursday,United States,2013-05-03 00:00:00,0.0,1,2013-05-02 16:00:00,2013-05-03 00:00:00,0 days 08:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
64927,64927,51a4eabae4b00f4428959b2a,2013-05-28 00:00:00,13,Tuesday,Canada,,,0,2013-05-28 13:00:00,,,4868,0,0,1,0,0,1,0,0,0
63485,63485,51a40baee4b0f0ad7359d291,2013-05-27 00:00:00,21,Monday,United States,,,0,2013-05-27 21:00:00,,,45149,1,0,0,0,1,0,0,0,0
27570,27570,5190e51ee4b07b22f532839c,2013-05-13 00:00:00,9,Monday,United States,,,0,2013-05-13 09:00:00,,,45149,1,0,0,0,1,0,0,0,0
1340,1340,51815c26e4b0b795aa99baf0,2013-05-01 00:00:00,14,Wednesday,United States,,,0,2013-05-01 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
43367,43367,5199cc7fe4b0724ab7726081,2013-05-20 00:00:00,3,Monday,United States,,,0,2013-05-20 03:00:00,,,45149,1,0,0,0,1,0,0,0,0
45723,45723,519aad23e4b005a0d6f383d5,2013-05-20 00:00:00,19,Monday,Canada,,,0,2013-05-20 19:00:00,,,4868,0,0,1,0,1,0,0,0,0
5728,5728,5183a5d9e4b0c64b30fa2f8e,2013-05-03 00:00:00,7,Friday,Australia,,,0,2013-05-03 07:00:00,,,3414,0,0,0,1,0,0,0,0,1
51872,51872,519d09b5e4b0b8da6b98d94b,2013-05-22 00:00:00,14,Wednesday,United States,2013-05-27 00:00:00,15.0,1,2013-05-22 14:00:00,2013-05-27 15:00:00,5 days 01:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
68855,68855,51a67d0be4b00e9e42e0c2c5,2013-05-29 00:00:00,18,Wednesday,United States,,,0,2013-05-29 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
23263,23263,518d802ae4b05913b69c534f,2013-05-10 00:00:00,19,Friday,United States,2013-05-22 00:00:00,12.0,1,2013-05-10 19:00:00,2013-05-22 12:00:00,11 days 17:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
4295,4295,5182c97fe4b0b930f1c4df19,2013-05-02 00:00:00,16,Thursday,United States,,,0,2013-05-02 16:00:00,,,45149,1,0,0,0,0,0,0,1,0
14566,14566,5189219ae4b06e25429f26f8,2013-05-07 00:00:00,11,Tuesday,United States,,,0,2013-05-07 11:00:00,,,45149,1,0,0,0,0,1,0,0,0
2357,2357,5181be98e4b07b8c66ece7e8,2013-05-01 00:00:00,21,Wednesday,United States,,,0,2013-05-01 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
9639,9639,518676c3e4b0046126d9b70c,2013-05-05 00:00:00,11,Sunday,United States,,,0,2013-05-05 11:00:00,,,45149,1,0,0,0,0,1,0,0,0
68085,68085,51a6446ee4b0e59203b79a31,2013-05-29 00:00:00,14,Wednesday,United States,,,0,2013-05-29 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
42999,42999,5199880be4b00822eb87ab1e,2013-05-19 00:00:00,22,Sunday,United States,,,0,2013-05-19 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
23200,23200,518d76efe4b07c17c92b9a94,2013-05-10 00:00:00,18,Friday,United States,2013-05-10 00:00:00,21.0,1,2013-05-10 18:00:00,2013-05-10 21:00:00,0 days 03:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
13541,13541,518878d5e4b04186aaf7d996,2013-05-06 00:00:00,23,Monday,United States,,,0,2013-05-06 23:00:00,,,45149,1,0,0,0,1,0,0,0,0
64250,64250,51a499ebe4b040da1a866794,2013-05-28 00:00:00,7,Tuesday,Australia,,,0,2013-05-28 07:00:00,,,3414,0,0,0,1,0,1,0,0,0
26574,26574,519025efe4b0c6f6d72ec453,2013-05-12 00:00:00,19,Sunday,United States,,,0,2013-05-12 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
60097,60097,51a213e1e4b00f4428922f02,2013-05-26 00:00:00,9,Sunday,Canada,,,0,2013-05-26 09:00:00,,,4868,0,0,1,0,0,1,0,0,0
40776,40776,519804eee4b0f50f41c317c9,2013-05-18 00:00:00,18,Saturday,Cyprus,,,0,2013-05-18 18:00:00,,,34,0,0,0,0,0,0,1,0,0
49093,49093,519bc517e4b025f96e64fd93,2013-05-21 00:00:00,15,Tuesday,United States,,,0,2013-05-21 15:00:00,,,45149,1,0,0,0,0,1,0,0,0
30908,30908,51927b72e4b01fcd71add34e,2013-05-14 00:00:00,13,Tuesday,Turkey,,,0,2013-05-14 13:00:00,,,218,0,0,0,0,0,1,0,0,0
27887,27887,51910b26e4b0e86c59649964,2013-05-13 00:00:00,11,Monday,United States,,,0,2013-05-13 11:00:00,,,45149,1,0,0,0,1,0,0,0,0
24031,24031,518e3f05e4b0dde685f5e111,2013-05-11 00:00:00,8,Saturday,United States,2013-05-30 00:00:00,20.0,1,2013-05-11 08:00:00,2013-05-30 20:00:00,19 days 12:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
63163,63163,51a3e70ae4b0e2549bc08b7a,2013-05-27 00:00:00,19,Monday,United States,2013-06-08 00:00:00,23.0,1,2013-05-27 19:00:00,2013-06-08 23:00:00,12 days 04:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
36276,36276,51953911e4b0dd9b7b26df1e,2013-05-16 00:00:00,15,Thursday,United States,2013-05-17 00:00:00,20.0,1,2013-05-16 15:00:00,2013-05-17 20:00:00,1 days 05:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
44863,44863,519a67d8e4b011e4e5b8452b,2013-05-20 00:00:00,14,Monday,United States,,,0,2013-05-20 14:00:00,,,45149,1,0,0,0,1,0,0,0,0
72247,72247,51a8049ee4b013f5da475888,2013-05-30 00:00:00,22,Thursday,Singapore,,,0,2013-05-30 22:00:00,,,306,0,0,0,0,0,0,0,1,0
39518,39518,519715dde4b0079d49c5a93e,2013-05-18 00:00:00,1,Saturday,United States,2013-05-31 00:00:00,19.0,1,2013-05-18 01:00:00,2013-05-31 19:00:00,13 days 18:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
24064,24064,518e4561e4b02f38abf82bc0,2013-05-11 00:00:00,9,Saturday,United States,,,0,2013-05-11 09:00:00,,,45149,1,0,0,0,0,0,1,0,0
47643,47643,519a5209e4b047a114ad9c39,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
72831,72831,51a853dae4b0e30381757d6e,2013-05-31 00:00:00,3,Friday,Australia,2013-05-31 00:00:00,4.0,1,2013-05-31 03:00:00,2013-05-31 04:00:00,0 days 01:00:00.000000000,3414,0,0,0,1,0,0,0,0,1
11162,11162,51875001e4b0b930f1d04426,2013-05-06 00:00:00,2,Monday,Croatia,,,0,2013-05-06 02:00:00,,,80,0,0,0,0,1,0,0,0,0
42897,42897,51997ba1e4b00dab067c55aa,2013-05-19 00:00:00,21,Sunday,United States,,,0,2013-05-19 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
22520,22520,518d262fe4b02f0987346265,2013-05-10 00:00:00,12,Friday,United States,2013-08-26 00:00:00,21.0,1,2013-05-10 12:00:00,2013-08-26 21:00:00,108 days 09:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
20444,20444,518bf9c7e4b072c7e244ca3b,2013-05-09 00:00:00,15,Thursday,United States,2013-06-01 00:00:00,20.0,1,2013-05-09 15:00:00,2013-06-01 20:00:00,23 days 05:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
49053,49053,519bc2bce4b080db3aa1fa9d,2013-05-21 00:00:00,14,Tuesday,United States,,,0,2013-05-21 14:00:00,,,45149,1,0,0,0,0,1,0,0,0
74515,74515,51a9380ae4b08b27fbbea2fd,2013-05-31 00:00:00,19,Friday,United States,,,0,2013-05-31 19:00:00,,,45149,1,0,0,0,0,0,0,0,1
59235,59235,51a146c4e4b0697b9ba9f9b5,2013-05-25 00:00:00,19,Saturday,United States,,,0,2013-05-25 19:00:00,,,45149,1,0,0,0,0,0,1,0,0
59774,59774,51a1b0d2e4b033beac4fc85a,2013-05-26 00:00:00,2,Sunday,United States,,,0,2013-05-26 02:00:00,,,45149,1,0,0,0,0,1,0,0,0
30706,30706,51926890e4b009030005ed44,2013-05-14 00:00:00,12,Tuesday,Costa Rica,2013-05-16 00:00:00,12.0,1,2013-05-14 12:00:00,2013-05-16 12:00:00,2 days 00:00:00.000000000,58,0,0,0,0,0,1,0,0,0
8713,8713,51859253e4b0b930f1cbf3dd,2013-05-04 00:00:00,18,Saturday,United States,2013-05-18 00:00:00,21.0,1,2013-05-04 18:00:00,2013-05-18 21:00:00,14 days 03:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
42730,42730,5199672fe4b0ef02d1bd745e,2013-05-19 00:00:00,19,Sunday,United States,,,0,2013-05-19 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
19283,19283,518b4120e4b023f42246a9cb,2013-05-09 00:00:00,2,Thursday,United States,,,0,2013-05-09 02:00:00,,,45149,1,0,0,0,0,0,0,1,0
4362,4362,5182cfcbe4b04fc5ce6b94e9,2013-05-02 00:00:00,16,Thursday,Brazil,,,0,2013-05-02 16:00:00,,,535,0,0,0,0,0,0,0,1,0
24150,24150,518e571de4b02c1428e0d4cc,2013-05-11 00:00:00,10,Saturday,United States,,,0,2013-05-11 10:00:00,,,45149,1,0,0,0,0,0,1,0,0
17108,17108,518a5c78e4b01dba4e6ba89b,2013-05-08 00:00:00,10,Wednesday,United States,,,0,2013-05-08 10:00:00,,,45149,1,0,0,0,0,0,1,0,0
53433,53433,519da0f0e4b09bf04a0326fb,2013-05-23 00:00:00,0,Thursday,United States,,,0,2013-05-23 00:00:00,,,45149,1,0,0,0,0,0,0,1,0
58991,58991,51a122bce4b029928eb913f9,2013-05-25 00:00:00,16,Saturday,United States,,,0,2013-05-25 16:00:00,,,45149,1,0,0,0,0,0,1,0,0
34836,34836,51945956e4b0b0879dc27a5f,2013-05-15 00:00:00,23,Wednesday,United States,,,0,2013-05-15 23:00:00,,,45149,1,0,0,0,0,0,1,0,0
61704,61704,51a31a4ce4b04d5e74d30349,2013-05-27 00:00:00,4,Monday,Canada,,,0,2013-05-27 04:00:00,,,4868,0,0,1,0,1,0,0,0,0
48156,48156,519a5cb0e4b0cd1afdc6e253,2013-05-20 00:00:00,13,Monday,null,,,0,2013-05-20 13:00:00,,,996,0,0,0,0,1,0,0,0,0
24473,24473,518e898be4b07b22f52ff98e,2013-05-11 00:00:00,14,Saturday,United States,2013-05-25 00:00:00,16.0,1,2013-05-11 14:00:00,2013-05-25 16:00:00,14 days 02:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
6582,6582,51841129e4b0046126d2fe54,2013-05-03 00:00:00,15,Friday,United States,2013-05-06 00:00:00,13.0,1,2013-05-03 15:00:00,2013-05-06 13:00:00,2 days 22:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
56993,56993,519fb451e4b0f99600374876,2013-05-24 00:00:00,14,Friday,United States,2013-06-07 00:00:00,15.0,1,2013-05-24 14:00:00,2013-06-07 15:00:00,14 days 01:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
29275,29275,51918ba0e4b03cce7f1ce087,2013-05-13 00:00:00,20,Monday,United States,,,0,2013-05-13 20:00:00,,,45149,1,0,0,0,1,0,0,0,0
46539,46539,519b0b42e4b0d48b4bf90782,2013-05-21 00:00:00,1,Tuesday,United States,,,0,2013-05-21 01:00:00,,,45149,1,0,0,0,0,1,0,0,0
20207,20207,518bdbf4e4b0826a8ac8ebf5,2013-05-09 00:00:00,13,Thursday,United States,,,0,2013-05-09 13:00:00,,,45149,1,0,0,0,0,0,0,1,0
25260,25260,518f1073e4b0829608ea71d5,2013-05-11 00:00:00,23,Saturday,United States,2013-05-20 00:00:00,19.0,1,2013-05-11 23:00:00,2013-05-20 19:00:00,8 days 20:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
17126,17126,518a5eb5e4b00d1f32f9a53f,2013-05-08 00:00:00,10,Wednesday,United States,,,0,2013-05-08 10:00:00,,,45149,1,0,0,0,0,0,1,0,0
22340,22340,518d0e0fe4b0b32a949e09c5,2013-05-10 00:00:00,11,Friday,United States,,,0,2013-05-10 11:00:00,,,45149,1,0,0,0,0,0,0,0,1
48618,48618,519b9ce0e4b01af80eda720b,2013-05-21 00:00:00,12,Tuesday,United Kingdom,,,0,2013-05-21 12:00:00,,,5408,0,1,0,0,0,1,0,0,0
48873,48873,519bb4a1e4b053227f135b6a,2013-05-21 00:00:00,13,Tuesday,United States,,,0,2013-05-21 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
54786,54786,519e6c43e4b03e84e7959294,2013-05-23 00:00:00,15,Thursday,United States,2013-06-04 00:00:00,10.0,1,2013-05-23 15:00:00,2013-06-04 10:00:00,11 days 19:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
49227,49227,519bcf4de4b057d5f788eaa0,2013-05-21 00:00:00,15,Tuesday,United States,2013-05-23 00:00:00,13.0,1,2013-05-21 15:00:00,2013-05-23 13:00:00,1 days 22:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
70730,70730,51a776a4e4b06a70036cb678,2013-05-30 00:00:00,11,Thursday,France,2013-07-10 00:00:00,13.0,1,2013-05-30 11:00:00,2013-07-10 13:00:00,41 days 02:00:00.000000000,562,0,0,0,0,0,0,0,1,0
14818,14818,518939f2e4b068b17b9379db,2013-05-07 00:00:00,13,Tuesday,United States,,,0,2013-05-07 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
14301,14301,51890413e4b0851a91a1a867,2013-05-07 00:00:00,9,Tuesday,United Kingdom,,,0,2013-05-07 09:00:00,,,5408,0,1,0,0,0,1,0,0,0
23469,23469,518d9f31e4b0534aaae641cb,2013-05-10 00:00:00,21,Friday,United States,,,0,2013-05-10 21:00:00,,,45149,1,0,0,0,0,0,0,0,1
37619,37619,51960e78e4b05e9de60f09af,2013-05-17 00:00:00,7,Friday,United States,2013-08-20 00:00:00,8.0,1,2013-05-17 07:00:00,2013-08-20 08:00:00,95 days 01:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
30328,30328,51923f27e4b00cc73119985e,2013-05-14 00:00:00,9,Tuesday,United States,,,0,2013-05-14 09:00:00,,,45149,1,0,0,0,0,1,0,0,0
68406,68406,51a65ca7e4b01c5a7110beff,2013-05-29 00:00:00,15,Wednesday,United States,,,0,2013-05-29 15:00:00,,,45149,1,0,0,0,0,0,1,0,0
3032,3032,51821feae4b02087b90f5fec,2013-05-02 00:00:00,4,Thursday,Germany,,,0,2013-05-02 04:00:00,,,843,0,0,0,0,0,0,0,1,0
12910,12910,518836d5e4b0d20f07f3ea23,2013-05-06 00:00:00,19,Monday,United States,,,0,2013-05-06 19:00:00,,,45149,1,0,0,0,1,0,0,0,0
64328,64328,51a4a883e4b04d5e74d4a41f,2013-05-28 00:00:00,8,Tuesday,United States,,,0,2013-05-28 08:00:00,,,45149,1,0,0,0,0,1,0,0,0
39460,39460,519706e7e4b0a0fe04e93a1e,2013-05-18 00:00:00,0,Saturday,United States,,,0,2013-05-18 00:00:00,,,45149,1,0,0,0,0,0,1,0,0
18650,18650,518af0f2e4b0b616a7e11f72,2013-05-08 00:00:00,20,Wednesday,United States,,,0,2013-05-08 20:00:00,,,45149,1,0,0,0,0,0,1,0,0
62740,62740,51a3bc23e4b018b736e354e0,2013-05-27 00:00:00,16,Monday,United States,,,0,2013-05-27 16:00:00,,,45149,1,0,0,0,1,0,0,0,0
36217,36217,51953406e4b0af15cc43255a,2013-05-16 00:00:00,15,Thursday,United States,,,0,2013-05-16 15:00:00,,,45149,1,0,0,0,0,0,0,1,0
53443,53443,519da189e4b0336e2ef78074,2013-05-23 00:00:00,0,Thursday,Australia,,,0,2013-05-23 00:00:00,,,3414,0,0,0,1,0,0,0,1,0
29589,29589,5191ab8fe4b0576d48b5af53,2013-05-13 00:00:00,23,Monday,Colombia,,,0,2013-05-13 23:00:00,,,118,0,0,0,0,1,0,0,0,0
12638,12638,51881bbfe4b00d33ee9bcf8a,2013-05-06 00:00:00,17,Monday,United States,,,0,2013-05-06 17:00:00,,,45149,1,0,0,0,1,0,0,0,0
11547,11547,5187ab0fe4b0580e00102fca,2013-05-06 00:00:00,9,Monday,United States,,,0,2013-05-06 09:00:00,,,45149,1,0,0,0,1,0,0,0,0
38118,38118,51965c78e4b05e9de60f5bd6,2013-05-17 00:00:00,12,Friday,United States,,,0,2013-05-17 12:00:00,,,45149,1,0,0,0,0,0,0,0,1
21512,21512,518c6a19e4b0887d9a391e9a,2013-05-09 00:00:00,23,Thursday,United States,,,0,2013-05-09 23:00:00,,,45149,1,0,0,0,0,0,0,1,0
23606,23606,518db6cbe4b04bb35e22a0a1,2013-05-10 00:00:00,23,Friday,United States,,,0,2013-05-10 23:00:00,,,45149,1,0,0,0,0,0,0,0,1
47609,47609,519a5162e4b0396ef9062685,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
20429,20429,518bf8dbe4b0c2d1496f82a6,2013-05-09 00:00:00,15,Thursday,United States,,,0,2013-05-09 15:00:00,,,45149,1,0,0,0,0,0,0,1,0
47397,47397,519a4b57e4b0a0fe04ec6973,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
6262,6262,5183f06ce4b04fc5ce6e0c11,2013-05-03 00:00:00,13,Friday,United States,2013-05-17 00:00:00,10.0,1,2013-05-03 13:00:00,2013-05-17 10:00:00,13 days 21:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
70489,70489,51a75dede4b06a70036c7b8c,2013-05-30 00:00:00,10,Thursday,Denmark,,,0,2013-05-30 10:00:00,,,298,0,0,0,0,0,0,0,1,0
64707,64707,51a4d6aae4b012a705dea6bb,2013-05-28 00:00:00,12,Tuesday,United States,,,0,2013-05-28 12:00:00,,,45149,1,0,0,0,0,1,0,0,0
31404,31404,5192a64fe4b0afcdebce4503,2013-05-14 00:00:00,17,Tuesday,Brazil,,,0,2013-05-14 17:00:00,,,535,0,0,0,0,0,1,0,0,0
62741,62741,51a3bc6ee4b0f0ad735949f9,2013-05-27 00:00:00,16,Monday,United States,,,0,2013-05-27 16:00:00,,,45149,1,0,0,0,1,0,0,0,0
25568,25568,518f6dc3e4b0e125e24ec5c5,2013-05-12 00:00:00,6,Sunday,Germany,,,0,2013-05-12 06:00:00,,,843,0,0,0,0,0,1,0,0,0
34298,34298,5194165fe4b0b0879dc22c3c,2013-05-15 00:00:00,19,Wednesday,United States,,,0,2013-05-15 19:00:00,,,45149,1,0,0,0,0,0,1,0,0
49532,49532,519be5f3e4b0c048bdea4e1c,2013-05-21 00:00:00,17,Tuesday,Germany,,,0,2013-05-21 17:00:00,,,843,0,0,0,0,0,1,0,0,0
19988,19988,518bc470e4b044a0266bcc5b,2013-05-09 00:00:00,11,Thursday,United Kingdom,,,0,2013-05-09 11:00:00,,,5408,0,1,0,0,0,0,0,1,0
44620,44620,519a615ee4b0cad90476c20d,2013-05-20 00:00:00,13,Monday,United States,,,0,2013-05-20 13:00:00,,,45149,1,0,0,0,1,0,0,0,0
39604,39604,51972ef5e4b0129583b7d5e5,2013-05-18 00:00:00,3,Saturday,New Zealand,,,0,2013-05-18 03:00:00,,,648,0,0,0,0,0,0,1,0,0
25420,25420,518f3cdae4b02f38abf93cb0,2013-05-12 00:00:00,2,Sunday,"Iran, Islamic Republic of",,,0,2013-05-12 02:00:00,,,34,0,0,0,0,0,1,0,0,0
31079,31079,519288b7e4b0a96be872727b,2013-05-14 00:00:00,14,Tuesday,United Kingdom,,,0,2013-05-14 14:00:00,,,5408,0,1,0,0,0,1,0,0,0
34545,34545,5194328de4b0acc777d691ad,2013-05-15 00:00:00,21,Wednesday,United States,,,0,2013-05-15 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
31778,31778,5192cebfe4b04d532fc24896,2013-05-14 00:00:00,19,Tuesday,United States,,,0,2013-05-14 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
73627,73627,51a8d597e4b080a0192ddbf2,2013-05-31 00:00:00,12,Friday,United States,,,0,2013-05-31 12:00:00,,,45149,1,0,0,0,0,0,0,0,1
58733,58733,51a0ff30e4b0d5a537db1549,2013-05-25 00:00:00,14,Saturday,Russian Federation,,,0,2013-05-25 14:00:00,,,436,0,0,0,0,0,0,1,0,0
71158,71158,51a7982de4b0b690917fdf5b,2013-05-30 00:00:00,14,Thursday,United States,,,0,2013-05-30 14:00:00,,,45149,1,0,0,0,0,0,0,1,0
31786,31786,5192cf4be4b02e94a7fbfce3,2013-05-14 00:00:00,19,Tuesday,United States,,,0,2013-05-14 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
61750,61750,51a327f4e4b018b736e2adcf,2013-05-27 00:00:00,5,Monday,United Kingdom,,,0,2013-05-27 05:00:00,,,5408,0,1,0,0,1,0,0,0,0
37084,37084,5195989ce4b0ac0a66b2ab3d,2013-05-16 00:00:00,22,Thursday,United States,,,0,2013-05-16 22:00:00,,,45149,1,0,0,0,0,0,0,1,0
19213,19213,518b32b8e4b044a0266b4293,2013-05-09 00:00:00,1,Thursday,United States,,,0,2013-05-09 01:00:00,,,45149,1,0,0,0,0,0,0,1,0
73838,73838,51a8e985e4b08b27fbbe121e,2013-05-31 00:00:00,14,Friday,Canada,2013-06-04 00:00:00,21.0,1,2013-05-31 14:00:00,2013-06-04 21:00:00,4 days 07:00:00.000000000,4868,0,0,1,0,0,0,0,0,1
37877,37877,51964064e4b05e9de60f33ec,2013-05-17 00:00:00,10,Friday,United States,,,0,2013-05-17 10:00:00,,,45149,1,0,0,0,0,0,0,0,1
20907,20907,518c249ae4b08ca4a3004c8e,2013-05-09 00:00:00,18,Thursday,United Kingdom,2013-05-10 00:00:00,11.0,1,2013-05-09 18:00:00,2013-05-10 11:00:00,0 days 17:00:00.000000000,5408,0,1,0,0,0,0,0,1,0
2796,2796,5181f083e4b0cb6af950f898,2013-05-02 00:00:00,0,Thursday,Canada,2013-05-02 00:00:00,11.0,1,2013-05-02 00:00:00,2013-05-02 11:00:00,0 days 11:00:00.000000000,4868,0,0,1,0,0,0,0,1,0
41172,41172,51984b4ee4b0a0fe04ea672e,2013-05-18 00:00:00,23,Saturday,Canada,,,0,2013-05-18 23:00:00,,,4868,0,0,1,0,0,0,1,0,0
7959,7959,51852457e4b0a85f6b89668a,2013-05-04 00:00:00,11,Saturday,United States,,,0,2013-05-04 11:00:00,,,45149,1,0,0,0,0,0,1,0,0
63366,63366,51a3fd37e4b0d5c254dc777a,2013-05-27 00:00:00,20,Monday,United States,,,0,2013-05-27 20:00:00,,,45149,1,0,0,0,1,0,0,0,0
7697,7697,5184ee97e4b07f4d55174206,2013-05-04 00:00:00,7,Saturday,United Kingdom,,,0,2013-05-04 07:00:00,,,5408,0,1,0,0,0,0,1,0,0
46535,46535,519b0ab8e4b024171f427f8a,2013-05-21 00:00:00,1,Tuesday,United States,,,0,2013-05-21 01:00:00,,,45149,1,0,0,0,0,1,0,0,0
15461,15461,51897351e4b0f73b54fe7a69,2013-05-07 00:00:00,17,Tuesday,United States,2013-05-21 00:00:00,23.0,1,2013-05-07 17:00:00,2013-05-21 23:00:00,14 days 06:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
42703,42703,519964b0e4b0129583b9f6df,2013-05-19 00:00:00,19,Sunday,United States,,,0,2013-05-19 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
34258,34258,519410fee4b05b135b147383,2013-05-15 00:00:00,18,Wednesday,United States,,,0,2013-05-15 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
