,Unnamed: 0,id,trial_date,trial_hour,day_of_week,trial_country,subscription_date,sub_hour_start,sub_label,trial_dateTime,sub_dateTime,subLag,country_count,us,uk,can,aus,mon,tueSun,wedSat,thr,fri
50636,50636,519c61b5e4b09e4694bee639,2013-05-22 00:00:00,2,Wednesday,United States,,,0,2013-05-22 02:00:00,,,45149,1,0,0,0,0,0,1,0,0
41728,41728,5198e1b0e4b0ef02d1bcd7f8,2013-05-19 00:00:00,10,Sunday,United Kingdom,,,0,2013-05-19 10:00:00,,,5408,0,1,0,0,0,1,0,0,0
10716,10716,51870800e4b0046126dbb324,2013-05-05 00:00:00,21,Sunday,United States,,,0,2013-05-05 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
21000,21000,518c2e41e4b09dc670cae1b6,2013-05-09 00:00:00,19,Thursday,Canada,,,0,2013-05-09 19:00:00,,,4868,0,0,1,0,0,0,0,1,0
21513,21513,518c6a1ce4b08f6b30297faf,2013-05-09 00:00:00,23,Thursday,United States,,,0,2013-05-09 23:00:00,,,45149,1,0,0,0,0,0,0,1,0
25870,25870,518fb5f3e4b0d03df1feea20,2013-05-12 00:00:00,11,Sunday,United Kingdom,,,0,2013-05-12 11:00:00,,,5408,0,1,0,0,0,1,0,0,0
62665,62665,51a3b524e4b0643b1ca785f5,2013-05-27 00:00:00,15,Monday,United States,2013-05-28 00:00:00,13.0,1,2013-05-27 15:00:00,2013-05-28 13:00:00,0 days 22:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
72547,72547,51a8278de4b0953aee4aaa22,2013-05-31 00:00:00,0,Friday,Canada,,,0,2013-05-31 00:00:00,,,4868,0,0,1,0,0,0,0,0,1
59732,59732,51a1a6e7e4b09448823fb1f7,2013-05-26 00:00:00,2,Sunday,United States,,,0,2013-05-26 02:00:00,,,45149,1,0,0,0,0,1,0,0,0
34256,34256,519410f0e4b0cc86d60a299d,2013-05-15 00:00:00,18,Wednesday,United States,,,0,2013-05-15 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
216,216,5180b8bee4b04f8230f1fd0c,2013-05-01 00:00:00,2,Wednesday,United States,,,0,2013-05-01 02:00:00,,,45149,1,0,0,0,0,0,1,0,0
27977,27977,5191139be4b0f18fde103b6d,2013-05-13 00:00:00,12,Monday,United States,,,0,2013-05-13 12:00:00,,,45149,1,0,0,0,1,0,0,0,0
73651,73651,51a8d7c9e4b0953aee4b734f,2013-05-31 00:00:00,13,Friday,United States,2013-06-03 00:00:00,20.0,1,2013-05-31 13:00:00,2013-06-03 20:00:00,3 days 07:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
57808,57808,51a01a7ae4b0127f642fe8c8,2013-05-24 00:00:00,21,Friday,United Kingdom,2013-06-07 00:00:00,20.0,1,2013-05-24 21:00:00,2013-06-07 20:00:00,13 days 23:00:00.000000000,5408,0,1,0,0,0,0,0,0,1
42465,42465,51994648e4b0a2d4e1c476a1,2013-05-19 00:00:00,17,Sunday,United Kingdom,,,0,2013-05-19 17:00:00,,,5408,0,1,0,0,0,1,0,0,0
39783,39783,51976e90e4b0f50f41c28128,2013-05-18 00:00:00,8,Saturday,France,,,0,2013-05-18 08:00:00,,,562,0,0,0,0,0,0,1,0,0
41150,41150,51984845e4b0ef02d1bc83f6,2013-05-18 00:00:00,23,Saturday,United States,,,0,2013-05-18 23:00:00,,,45149,1,0,0,0,0,0,1,0,0
26709,26709,51903923e4b0eb1ecff3b8e2,2013-05-12 00:00:00,20,Sunday,New Zealand,,,0,2013-05-12 20:00:00,,,648,0,0,0,0,0,1,0,0,0
13754,13754,51889a3ae4b032df75a43aa3,2013-05-07 00:00:00,2,Tuesday,United States,,,0,2013-05-07 02:00:00,,,45149,1,0,0,0,0,1,0,0,0
9901,9901,51869ffbe4b0046126da40d6,2013-05-05 00:00:00,14,Sunday,Russian Federation,,,0,2013-05-05 14:00:00,,,436,0,0,0,0,0,1,0,0,0
66219,66219,51a55fc4e4b00f4428968154,2013-05-28 00:00:00,21,Tuesday,United States,,,0,2013-05-28 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
70779,70779,51a77b98e4b044668aed382c,2013-05-30 00:00:00,12,Thursday,United States,,,0,2013-05-30 12:00:00,,,45149,1,0,0,0,0,0,0,1,0
52476,52476,519d37eae4b090350a2bc469,2013-05-22 00:00:00,17,Wednesday,United Kingdom,,,0,2013-05-22 17:00:00,,,5408,0,1,0,0,0,0,1,0,0
67227,67227,51a5ff24e4b068f76a16553e,2013-05-29 00:00:00,9,Wednesday,Denmark,,,0,2013-05-29 09:00:00,,,298,0,0,0,0,0,0,1,0,0
25598,25598,518f789ce4b07b22f530ef99,2013-05-12 00:00:00,7,Sunday,Sweden,,,0,2013-05-12 07:00:00,,,482,0,0,0,0,0,1,0,0,0
1308,1308,5181594ce4b00655d3961eae,2013-05-01 00:00:00,14,Wednesday,United States,,,0,2013-05-01 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
59965,59965,51a1eefde4b0dae53910619d,2013-05-26 00:00:00,7,Sunday,Philippines,,,0,2013-05-26 07:00:00,,,270,0,0,0,0,0,1,0,0,0
36677,36677,519565ece4b05b135b1643a1,2013-05-16 00:00:00,19,Thursday,United States,,,0,2013-05-16 19:00:00,,,45149,1,0,0,0,0,0,0,1,0
17301,17301,518a6e09e4b0f73b55010c32,2013-05-08 00:00:00,11,Wednesday,United States,,,0,2013-05-08 11:00:00,,,45149,1,0,0,0,0,0,1,0,0
13994,13994,5188ca98e4b068b17b92bc49,2013-05-07 00:00:00,5,Tuesday,"Korea, Republic of",,,0,2013-05-07 05:00:00,,,153,0,0,0,0,0,1,0,0,0
65701,65701,51a52734e4b040633933c321,2013-05-28 00:00:00,17,Tuesday,United States,2013-05-28 00:00:00,20.0,1,2013-05-28 17:00:00,2013-05-28 20:00:00,0 days 03:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
5793,5793,5183b1c6e4b0b930f1c71da7,2013-05-03 00:00:00,8,Friday,United States,,,0,2013-05-03 08:00:00,,,45149,1,0,0,0,0,0,0,0,1
14069,14069,5188dc19e4b081551744867a,2013-05-07 00:00:00,6,Tuesday,India,,,0,2013-05-07 06:00:00,,,1018,0,0,0,0,0,1,0,0,0
24425,24425,518e82efe4b0a93f617d6015,2013-05-11 00:00:00,13,Saturday,United States,,,0,2013-05-11 13:00:00,,,45149,1,0,0,0,0,0,1,0,0
19351,19351,518b54cce4b038f0d6d8a558,2013-05-09 00:00:00,3,Thursday,China,,,0,2013-05-09 03:00:00,,,465,0,0,0,0,0,0,0,1,0
6431,6431,51840205e4b0580e000717fd,2013-05-03 00:00:00,14,Friday,Belgium,,,0,2013-05-03 14:00:00,,,233,0,0,0,0,0,0,0,0,1
30503,30503,519256e8e4b0a0a6508fd83e,2013-05-14 00:00:00,11,Tuesday,United States,,,0,2013-05-14 11:00:00,,,45149,1,0,0,0,0,1,0,0,0
55648,55648,519ece8de4b0c820f14af4e5,2013-05-23 00:00:00,22,Thursday,Australia,2013-06-06 00:00:00,3.0,1,2013-05-23 22:00:00,2013-06-06 03:00:00,13 days 05:00:00.000000000,3414,0,0,0,1,0,0,0,1,0
27990,27990,519114fce4b0f18fde103e50,2013-05-13 00:00:00,12,Monday,United Kingdom,,,0,2013-05-13 12:00:00,,,5408,0,1,0,0,1,0,0,0,0
39123,39123,5196d01be4b0f314fe9121e5,2013-05-17 00:00:00,20,Friday,United Kingdom,,,0,2013-05-17 20:00:00,,,5408,0,1,0,0,0,0,0,0,1
60302,60302,51a23e25e4b07c0410a6d38f,2013-05-26 00:00:00,12,Sunday,United States,,,0,2013-05-26 12:00:00,,,45149,1,0,0,0,0,1,0,0,0
16090,16090,5189b475e4b0a77d03a4ffb5,2013-05-07 00:00:00,22,Tuesday,United States,,,0,2013-05-07 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
4556,4556,5182e0afe4b0046126cf1c7c,2013-05-02 00:00:00,17,Thursday,United States,,,0,2013-05-02 17:00:00,,,45149,1,0,0,0,0,0,0,1,0
8841,8841,5185a8a6e4b0b930f1cc2252,2013-05-04 00:00:00,20,Saturday,United States,,,0,2013-05-04 20:00:00,,,45149,1,0,0,0,0,0,1,0,0
73013,73013,51a8851ee4b054d2e09684d1,2013-05-31 00:00:00,7,Friday,Russian Federation,,,0,2013-05-31 07:00:00,,,436,0,0,0,0,0,0,0,0,1
19335,19335,518b50f7e4b06a18ff51899b,2013-05-09 00:00:00,3,Thursday,Ireland,2013-05-09 00:00:00,7.0,1,2013-05-09 03:00:00,2013-05-09 07:00:00,0 days 04:00:00.000000000,617,0,0,0,0,0,0,0,1,0
28884,28884,519167bfe4b093091ed465c4,2013-05-13 00:00:00,18,Monday,United States,2013-05-18 00:00:00,20.0,1,2013-05-13 18:00:00,2013-05-18 20:00:00,5 days 02:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
31758,31758,5192cb9be4b0f3c88539ec53,2013-05-14 00:00:00,19,Tuesday,United States,,,0,2013-05-14 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
30432,30432,51924d67e4b01fcd71ad75e7,2013-05-14 00:00:00,10,Tuesday,South Africa,2013-05-28 00:00:00,11.0,1,2013-05-14 10:00:00,2013-05-28 11:00:00,14 days 01:00:00.000000000,272,0,0,0,0,0,1,0,0,0
55287,55287,519ea0d9e4b0f996003618c8,2013-05-23 00:00:00,19,Thursday,Canada,,,0,2013-05-23 19:00:00,,,4868,0,0,1,0,0,0,0,1,0
99,99,5180a2bce4b0ae1ace7a4976,2013-05-01 00:00:00,1,Wednesday,United States,,,0,2013-05-01 01:00:00,,,45149,1,0,0,0,0,0,1,0,0
45604,45604,519aa083e4b004e332ac3ff0,2013-05-20 00:00:00,18,Monday,Portugal,,,0,2013-05-20 18:00:00,,,203,0,0,0,0,1,0,0,0,0
72823,72823,51a85279e4b0d8e626b274e9,2013-05-31 00:00:00,3,Friday,Indonesia,,,0,2013-05-31 03:00:00,,,296,0,0,0,0,0,0,0,0,1
10648,10648,51870099e4b0a85f6b8dc24f,2013-05-05 00:00:00,21,Sunday,United States,2013-05-06 00:00:00,0.0,1,2013-05-05 21:00:00,2013-05-06 00:00:00,0 days 03:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
69716,69716,51a6d10de4b0826c31b2b6a8,2013-05-30 00:00:00,0,Thursday,United States,2013-08-09 00:00:00,12.0,1,2013-05-30 00:00:00,2013-08-09 12:00:00,71 days 12:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
47805,47805,519a557be4b019197059ac03,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
29423,29423,519198b8e4b0553538ade352,2013-05-13 00:00:00,21,Monday,Australia,2013-05-21 00:00:00,7.0,1,2013-05-13 21:00:00,2013-05-21 07:00:00,7 days 10:00:00.000000000,3414,0,0,0,1,1,0,0,0,0
213,213,5180b7d4e4b01d30b4a25fb3,2013-05-01 00:00:00,2,Wednesday,United States,,,0,2013-05-01 02:00:00,,,45149,1,0,0,0,0,0,1,0,0
51061,51061,519cba76e4b01ad95962fa22,2013-05-22 00:00:00,8,Wednesday,India,,,0,2013-05-22 08:00:00,,,1018,0,0,0,0,0,0,1,0,0
40448,40448,5197d663e4b0724ab7703d2c,2013-05-18 00:00:00,15,Saturday,United States,,,0,2013-05-18 15:00:00,,,45149,1,0,0,0,0,0,1,0,0
41189,41189,51984f77e4b0be74de0aeafd,2013-05-19 00:00:00,0,Sunday,Mexico,,,0,2013-05-19 00:00:00,,,397,0,0,0,0,0,1,0,0,0
71346,71346,51a7a821e4b01abd05771143,2013-05-30 00:00:00,15,Thursday,United States,,,0,2013-05-30 15:00:00,,,45149,1,0,0,0,0,0,0,1,0
33359,33359,5193c24de4b0fbcfe93f7336,2013-05-15 00:00:00,13,Wednesday,United States,2013-05-20 00:00:00,20.0,1,2013-05-15 13:00:00,2013-05-20 20:00:00,5 days 07:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
59919,59919,51a1e0a9e4b0a22c5dd5763a,2013-05-26 00:00:00,6,Sunday,United Kingdom,2013-09-08 00:00:00,15.0,1,2013-05-26 06:00:00,2013-09-08 15:00:00,105 days 09:00:00.000000000,5408,0,1,0,0,0,1,0,0,0
14394,14394,51890f5ce4b032df75a4bd02,2013-05-07 00:00:00,10,Tuesday,United States,,,0,2013-05-07 10:00:00,,,45149,1,0,0,0,0,1,0,0,0
28361,28361,5191388ee4b0c6f6d7301d84,2013-05-13 00:00:00,15,Monday,United States,,,0,2013-05-13 15:00:00,,,45149,1,0,0,0,1,0,0,0,0
56061,56061,519f1097e4b02061e74d55cc,2013-05-24 00:00:00,3,Friday,Germany,,,0,2013-05-24 03:00:00,,,843,0,0,0,0,0,0,0,0,1
19746,19746,518ba934e4b024ad85a4b233,2013-05-09 00:00:00,9,Thursday,United States,,,0,2013-05-09 09:00:00,,,45149,1,0,0,0,0,0,0,1,0
15552,15552,51897c2fe4b0f73b54fe93cf,2013-05-07 00:00:00,18,Tuesday,United States,,,0,2013-05-07 18:00:00,,,45149,1,0,0,0,0,1,0,0,0
49106,49106,519bc637e4b06a74410ae1cd,2013-05-21 00:00:00,15,Tuesday,United Kingdom,,,0,2013-05-21 15:00:00,,,5408,0,1,0,0,0,1,0,0,0
34557,34557,51943400e4b0fe8d015df3a0,2013-05-15 00:00:00,21,Wednesday,United States,,,0,2013-05-15 21:00:00,,,45149,1,0,0,0,0,0,1,0,0
33362,33362,5193c255e4b0fbcfe93f75ed,2013-05-15 00:00:00,13,Wednesday,United States,,,0,2013-05-15 13:00:00,,,45149,1,0,0,0,0,0,1,0,0
29190,29190,51918333e4b03cb724dcdf41,2013-05-13 00:00:00,20,Monday,United States,2013-05-13 00:00:00,21.0,1,2013-05-13 20:00:00,2013-05-13 21:00:00,0 days 01:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
8029,8029,518530bce4b0b930f1caf090,2013-05-04 00:00:00,12,Saturday,United States,,,0,2013-05-04 12:00:00,,,45149,1,0,0,0,0,0,1,0,0
54923,54923,519e7b3be4b048f9f832b0b1,2013-05-23 00:00:00,16,Thursday,United States,,,0,2013-05-23 16:00:00,,,45149,1,0,0,0,0,0,0,1,0
20330,20330,518bea15e4b0eaea3f27ff55,2013-05-09 00:00:00,14,Thursday,Ireland,2013-05-23 00:00:00,17.0,1,2013-05-09 14:00:00,2013-05-23 17:00:00,14 days 03:00:00.000000000,617,0,0,0,0,0,0,0,1,0
51419,51419,519ce26be4b0be591840cb78,2013-05-22 00:00:00,11,Wednesday,Mexico,,,0,2013-05-22 11:00:00,,,397,0,0,0,0,0,0,1,0,0
73700,73700,51a8dbf9e4b0144f85a1bcf2,2013-05-31 00:00:00,13,Friday,United States,,,0,2013-05-31 13:00:00,,,45149,1,0,0,0,0,0,0,0,1
28548,28548,5191485ee4b0954332af866b,2013-05-13 00:00:00,16,Monday,Norway,,,0,2013-05-13 16:00:00,,,361,0,0,0,0,1,0,0,0,0
11038,11038,51873489e4b099958861cf7f,2013-05-06 00:00:00,0,Monday,United States,,,0,2013-05-06 00:00:00,,,45149,1,0,0,0,1,0,0,0,0
24517,24517,518e9070e4b0d03df1fdd82b,2013-05-11 00:00:00,14,Saturday,Finland,,,0,2013-05-11 14:00:00,,,112,0,0,0,0,0,0,1,0,0
73055,73055,51a88bdae4b0a554a7725573,2013-05-31 00:00:00,7,Friday,Canada,,,0,2013-05-31 07:00:00,,,4868,0,0,1,0,0,0,0,0,1
59055,59055,51a12b66e4b029928eb91df7,2013-05-25 00:00:00,17,Saturday,United States,2013-05-25 00:00:00,22.0,1,2013-05-25 17:00:00,2013-05-25 22:00:00,0 days 05:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
26895,26895,519053dde4b0d1dfab80fc20,2013-05-12 00:00:00,22,Sunday,United States,,,0,2013-05-12 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
6160,6160,5183e2b2e4b0c64b30faf629,2013-05-03 00:00:00,12,Friday,United States,,,0,2013-05-03 12:00:00,,,45149,1,0,0,0,0,0,0,0,1
43415,43415,5199d69ce4b00dab067caa95,2013-05-20 00:00:00,3,Monday,Australia,,,0,2013-05-20 03:00:00,,,3414,0,0,0,1,1,0,0,0,0
41617,41617,5198cc44e4b00dab067b71b6,2013-05-19 00:00:00,8,Sunday,United States,,,0,2013-05-19 08:00:00,,,45149,1,0,0,0,0,1,0,0,0
32050,32050,5192ed58e4b0f2c91b014c3e,2013-05-14 00:00:00,22,Tuesday,United States,,,0,2013-05-14 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
59747,59747,51a1ab71e4b029928eb97bf8,2013-05-26 00:00:00,2,Sunday,Germany,,,0,2013-05-26 02:00:00,,,843,0,0,0,0,0,1,0,0,0
66280,66280,51a5648fe4b012a705dfb4af,2013-05-28 00:00:00,22,Tuesday,United States,,,0,2013-05-28 22:00:00,,,45149,1,0,0,0,0,1,0,0,0
35474,35474,5194df6ee4b0812cc816f650,2013-05-16 00:00:00,9,Thursday,Australia,,,0,2013-05-16 09:00:00,,,3414,0,0,0,1,0,0,0,1,0
20506,20506,518bfe28e4b03a8c9b377669,2013-05-09 00:00:00,15,Thursday,United States,,,0,2013-05-09 15:00:00,,,45149,1,0,0,0,0,0,0,1,0
29432,29432,5191994ce4b077a76c77230c,2013-05-13 00:00:00,21,Monday,United States,2013-06-07 00:00:00,13.0,1,2013-05-13 21:00:00,2013-06-07 13:00:00,24 days 16:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
74585,74585,51a941bce4b0953aee4c105e,2013-05-31 00:00:00,20,Friday,India,,,0,2013-05-31 20:00:00,,,1018,0,0,0,0,0,0,0,0,1
57873,57873,51a0255ee4b0127f642ff80d,2013-05-24 00:00:00,22,Friday,United States,,,0,2013-05-24 22:00:00,,,45149,1,0,0,0,0,0,0,0,1
54263,54263,519e3989e4b0d4973ff8ee5b,2013-05-23 00:00:00,11,Thursday,Netherlands,,,0,2013-05-23 11:00:00,,,567,0,0,0,0,0,0,0,1,0
38005,38005,51965035e4b0c8ce778e95dc,2013-05-17 00:00:00,11,Friday,Spain,,,0,2013-05-17 11:00:00,,,426,0,0,0,0,0,0,0,0,1
31340,31340,5192a1fee4b0cd9c032a3899,2013-05-14 00:00:00,16,Tuesday,Canada,,,0,2013-05-14 16:00:00,,,4868,0,0,1,0,0,1,0,0,0
69825,69825,51a6e16ce4b044668aec8ad4,2013-05-30 00:00:00,1,Thursday,United States,,,0,2013-05-30 01:00:00,,,45149,1,0,0,0,0,0,0,1,0
2733,2733,5181e823e4b0878772a52d53,2013-05-02 00:00:00,0,Thursday,Australia,2013-05-05 00:00:00,21.0,1,2013-05-02 00:00:00,2013-05-05 21:00:00,3 days 21:00:00.000000000,3414,0,0,0,1,0,0,0,1,0
31369,31369,5192a415e4b0afcdebce3c0a,2013-05-14 00:00:00,16,Tuesday,Croatia,,,0,2013-05-14 16:00:00,,,80,0,0,0,0,0,1,0,0,0
17184,17184,518a637ce4b0a77d03a68ecd,2013-05-08 00:00:00,10,Wednesday,United States,,,0,2013-05-08 10:00:00,,,45149,1,0,0,0,0,0,1,0,0
74467,74467,51a93181e4b02509ec2481ae,2013-05-31 00:00:00,19,Friday,United States,,,0,2013-05-31 19:00:00,,,45149,1,0,0,0,0,0,0,0,1
14660,14660,51892a78e4b030077bda6afe,2013-05-07 00:00:00,12,Tuesday,United States,2013-05-11 00:00:00,14.0,1,2013-05-07 12:00:00,2013-05-11 14:00:00,4 days 02:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
26273,26273,518ffcf5e4b0d1dfab8077c9,2013-05-12 00:00:00,16,Sunday,United States,,,0,2013-05-12 16:00:00,,,45149,1,0,0,0,0,1,0,0,0
66145,66145,51a557eae4b0cf20ca0c8e58,2013-05-28 00:00:00,21,Tuesday,United States,,,0,2013-05-28 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
20572,20572,518c032be4b01bdfbe725e6e,2013-05-09 00:00:00,16,Thursday,United States,2013-05-23 00:00:00,17.0,1,2013-05-09 16:00:00,2013-05-23 17:00:00,14 days 01:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
62629,62629,51a3b124e4b068f76a1383e0,2013-05-27 00:00:00,15,Monday,United Kingdom,,,0,2013-05-27 15:00:00,,,5408,0,1,0,0,1,0,0,0,0
43532,43532,5199f120e4b0079d49c8564d,2013-05-20 00:00:00,5,Monday,Russian Federation,,,0,2013-05-20 05:00:00,,,436,0,0,0,0,1,0,0,0,0
37126,37126,51959d7fe4b0fe8d01600331,2013-05-16 00:00:00,23,Thursday,Japan,,,0,2013-05-16 23:00:00,,,248,0,0,0,0,0,0,0,1,0
5616,5616,51838748e4b0a85f6b854d52,2013-05-03 00:00:00,5,Friday,Iceland,,,0,2013-05-03 05:00:00,,,31,0,0,0,0,0,0,0,0,1
70273,70273,51a740bee4b0c90f31e3017b,2013-05-30 00:00:00,8,Thursday,United Kingdom,2013-05-31 00:00:00,12.0,1,2013-05-30 08:00:00,2013-05-31 12:00:00,1 days 04:00:00.000000000,5408,0,1,0,0,0,0,0,1,0
10675,10675,51870357e4b04fc5ce74c30f,2013-05-05 00:00:00,21,Sunday,Canada,2013-09-23 00:00:00,3.0,1,2013-05-05 21:00:00,2013-09-23 03:00:00,140 days 06:00:00.000000000,4868,0,0,1,0,0,1,0,0,0
31881,31881,5192d8ebe4b0cd9c032a88a9,2013-05-14 00:00:00,20,Tuesday,United States,,,0,2013-05-14 20:00:00,,,45149,1,0,0,0,0,1,0,0,0
10429,10429,5186e08fe4b0b930f1cf05e6,2013-05-05 00:00:00,18,Sunday,United States,2013-06-16 00:00:00,13.0,1,2013-05-05 18:00:00,2013-06-16 13:00:00,41 days 19:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
73549,73549,51a8cd16e4b02509ec23d70b,2013-05-31 00:00:00,12,Friday,Greece,2013-06-14 00:00:00,6.0,1,2013-05-31 12:00:00,2013-06-14 06:00:00,13 days 18:00:00.000000000,117,0,0,0,0,0,0,0,0,1
64472,64472,51a4be19e4b020a19ed70a30,2013-05-28 00:00:00,10,Tuesday,United States,2013-06-04 00:00:00,23.0,1,2013-05-28 10:00:00,2013-06-04 23:00:00,7 days 13:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
39533,39533,5197192fe4b027beff37d721,2013-05-18 00:00:00,2,Saturday,United Arab Emirates,,,0,2013-05-18 02:00:00,,,131,0,0,0,0,0,0,1,0,0
53780,53780,519df3cde4b0dd1ef2cefce6,2013-05-23 00:00:00,6,Thursday,United States,,,0,2013-05-23 06:00:00,,,45149,1,0,0,0,0,0,0,1,0
72495,72495,51a821bee4b08b27fbbd1980,2013-05-31 00:00:00,0,Friday,United States,2013-06-09 00:00:00,17.0,1,2013-05-31 00:00:00,2013-06-09 17:00:00,9 days 17:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
73053,73053,51a88b66e4b08b27fbbd7c54,2013-05-31 00:00:00,7,Friday,Netherlands,,,0,2013-05-31 07:00:00,,,567,0,0,0,0,0,0,0,0,1
32290,32290,51930703e4b059ffe342a178,2013-05-14 00:00:00,23,Tuesday,United States,2013-05-15 00:00:00,0.0,1,2013-05-14 23:00:00,2013-05-15 00:00:00,0 days 01:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
50119,50119,519c228de4b02530113354a1,2013-05-21 00:00:00,21,Tuesday,Australia,,,0,2013-05-21 21:00:00,,,3414,0,0,0,1,0,1,0,0,0
46996,46996,519b698ae4b0f9a510a467dd,2013-05-21 00:00:00,8,Tuesday,United States,,,0,2013-05-21 08:00:00,,,45149,1,0,0,0,0,1,0,0,0
15769,15769,518993c8e4b0a77d03a49613,2013-05-07 00:00:00,19,Tuesday,United States,,,0,2013-05-07 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
30523,30523,519258a4e4b071a4735b462c,2013-05-14 00:00:00,11,Tuesday,United States,,,0,2013-05-14 11:00:00,,,45149,1,0,0,0,0,1,0,0,0
46121,46121,519ad5d4e4b0c7e5084c6a0a,2013-05-20 00:00:00,22,Monday,United States,,,0,2013-05-20 22:00:00,,,45149,1,0,0,0,1,0,0,0,0
67450,67450,51a61549e4b0b3ec204b4080,2013-05-29 00:00:00,10,Wednesday,United States,,,0,2013-05-29 10:00:00,,,45149,1,0,0,0,0,0,1,0,0
5921,5921,5183c7b5e4b0046126d1a26f,2013-05-03 00:00:00,10,Friday,United Kingdom,,,0,2013-05-03 10:00:00,,,5408,0,1,0,0,0,0,0,0,1
29210,29210,51918577e4b0932556ee7232,2013-05-13 00:00:00,20,Monday,United States,,,0,2013-05-13 20:00:00,,,45149,1,0,0,0,1,0,0,0,0
7817,7817,51850deee4b09995885c5338,2013-05-04 00:00:00,9,Saturday,Australia,,,0,2013-05-04 09:00:00,,,3414,0,0,0,1,0,0,1,0,0
67689,67689,51a628fbe4b04ffa09e3e67d,2013-05-29 00:00:00,12,Wednesday,United Kingdom,,,0,2013-05-29 12:00:00,,,5408,0,1,0,0,0,0,1,0,0
9640,9640,518676efe4b07f4d551ac9a8,2013-05-05 00:00:00,11,Sunday,United Kingdom,,,0,2013-05-05 11:00:00,,,5408,0,1,0,0,0,1,0,0,0
49335,49335,519bd75ee4b09e4694be0164,2013-05-21 00:00:00,16,Tuesday,United States,,,0,2013-05-21 16:00:00,,,45149,1,0,0,0,0,1,0,0,0
19246,19246,518b3936e4b023f42246a00f,2013-05-09 00:00:00,1,Thursday,United States,2013-05-19 00:00:00,19.0,1,2013-05-09 01:00:00,2013-05-19 19:00:00,10 days 18:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
53959,53959,519e1558e4b097fa20f4aba8,2013-05-23 00:00:00,9,Thursday,Singapore,,,0,2013-05-23 09:00:00,,,306,0,0,0,0,0,0,0,1,0
11095,11095,51873ea7e4b0a85f6b8e7160,2013-05-06 00:00:00,1,Monday,Thailand,,,0,2013-05-06 01:00:00,,,225,0,0,0,0,1,0,0,0,0
6652,6652,518417b2e4b0b930f1c886da,2013-05-03 00:00:00,16,Friday,Canada,,,0,2013-05-03 16:00:00,,,4868,0,0,1,0,0,0,0,0,1
24659,24659,518ea76ae4b0a66536ad5fe0,2013-05-11 00:00:00,16,Saturday,United States,,,0,2013-05-11 16:00:00,,,45149,1,0,0,0,0,0,1,0,0
33561,33561,5193d47ce4b0e1771284eabd,2013-05-15 00:00:00,14,Wednesday,United States,,,0,2013-05-15 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
19712,19712,518ba35be4b09bd7893ba288,2013-05-09 00:00:00,9,Thursday,India,,,0,2013-05-09 09:00:00,,,1018,0,0,0,0,0,0,0,1,0
59935,59935,51a1e8f6e4b0a22c5dd5798c,2013-05-26 00:00:00,6,Sunday,Australia,,,0,2013-05-26 06:00:00,,,3414,0,0,0,1,0,1,0,0,0
6938,6938,51843818e4b0b930f1c90272,2013-05-03 00:00:00,18,Friday,Egypt,,,0,2013-05-03 18:00:00,,,69,0,0,0,0,0,0,0,0,1
14591,14591,518923e8e4b091a1ff88a231,2013-05-07 00:00:00,11,Tuesday,United Kingdom,2013-05-11 00:00:00,8.0,1,2013-05-07 11:00:00,2013-05-11 08:00:00,3 days 21:00:00.000000000,5408,0,1,0,0,0,1,0,0,0
4758,4758,5182f737e4b0580e00043780,2013-05-02 00:00:00,19,Thursday,United States,,,0,2013-05-02 19:00:00,,,45149,1,0,0,0,0,0,0,1,0
45405,45405,519a8ecae4b0b6491aa2d57b,2013-05-20 00:00:00,16,Monday,United States,,,0,2013-05-20 16:00:00,,,45149,1,0,0,0,1,0,0,0,0
